Rez.Descriere, Rez.Pret euro ,Rez.Stare,Rez.Suprafata
"2 camere, 41.29 mp, optional parcare!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Dâmbul Rotund",68100.00 ,Semidec.,41.29 mp
"2 camere, 42mp, decomandat, Manastur
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",78500.00 ,Dec.,42 mp
"2 camere, 42mp, terasa 10mp, parter, lift, parcare subterana, Manastur
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",87570.00 ,Semidec.,42 mp
"2 camere, 46 mp,renovat ,  zona strazii Herculane !
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",139999.00 ,Semidec.,46 mp
"2 camere, 46.11 mp, logie de 2 mp, etajul 1, imobil nou!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Dâmbul Rotund",76080.00 ,Semidec.,46.11 mp
"2 camere, 46mp, Brancusi ,Gheorgheni
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",92000.00 ,Semidec.,46.36 mp
"2 camere, 47 mp, balcon, Mobilat si utilat, zona Iulius Mall
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Andrei Mureşanu",104500.00 ,Semidec.,47 mp
"2 camere, 48 mp, et. intermediar, 2 balcoane, renovat, VIDRARU
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",115000.00 ,Dec.,48 mp
"2 camere, 48mp, etaj intermediar Manastur
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",104000.00 ,Dec.,48 mp
"2 camere, 50 mp, et. intermediar, parcare, mobilat, CALEA TURZII
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Calea Turzii",130000.00 ,Semidec.,50 mp
"2 camere, 51 mp, decomandat, mobilat, utilat, BUCEGI
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Manastur",110000.00 ,Dec.,51 mp
"2 camere, 52 mp, decomandat, zona strazii Plopilor
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",120000.00 ,Dec.,53 mp
"2 camere, 52 mp, et. intermediar, c-tie noua, MARASTI, zona Pod Ira
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",135000.00 ,Semidec.,52 mp
"2 camere, 52mp, Parcare, Europa
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Europa",119500.00 ,Semidec.,52 mp
"2 camere, 53 mp, decomandat, balcon, etaj 7 din 8, Marasti
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",121000.00 ,Dec.,53 mp
"2 camere, 54 mp, etajul 2, parcare subterana, zona Iulius Mall
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",141000.00 ,Semidec.,53.75 mp
"2 camere, 56 mp utili, gradina, mobilat, utilat, EUROPA
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Europa",168000.00 ,Dec.,56 mp
"2 camere, 56mp, parcare, Donath Park
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Grigorescu",107000.00 ,Semidec.,56 mp
"2 camere, 58 mp, et. intermediar, decomandat, mobilat, MARASTI
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",123000.00 ,Dec.,69.6 mp
"2 camere, 63 mp, 2 bai, bloc nou, etajul 1, parcare subterana
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Borhanci",180000.00 ,Semidec.,63 mp
"2 camere, 67mp, zona Republicii, parcare subterana, comision 0
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",180000.00 ,Semidec.,67 mp
"2 camere, 69mp, zona La Terenuri , Munastur
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",129500.00 ,Semidec.,68 mp
"2 camere, BLOC NOU, 45 mp, zona strazii Somesului
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",125000.00 ,Semidec.,43 mp
"2 camere, BLOC NOU, 45 mp, zona strazii Somesului
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",130000.00 ,Semidec.,45 mp
"2 camere, Bloc nou, Parcare, Marasti, Kaufland
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",130000.00 ,Semidec.,55.67 mp
"2 camere, complet mobilat si utilat, parcare subterana
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Dâmbul Rotund",130000.00 ,Semidec.,47 mp
"2 camere, decomandat, 49 mp, 2 balcoane, etaj 2, Zorilor
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",124000.00 ,Dec.,49 mp
"2 camere, decomandat, 51mp, etaj intermediar, Marasti
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",118000.00 ,Dec.,51 mp
"2 camere, Decomandat, 52mp, recent renovat, Manastur
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",114950.00 ,Dec.,52 mp
"2 Camere, Decomandat, 62mp, Andrei Muresanu zona Cipariu
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Europa",132500.00 ,Dec.,62 mp
"2 Camere, Decomandat, Etaj Intermediar, Zona Linistita , Cartier Manastur
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",102000.00 ,Dec.,50 mp
